kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
14975;0805-0815;We,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0816]
14977;0740-0750;We;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0105;3108[0517]
14980;0100-1400;;TWN;Sound of Hope-RFA;M;FE;;1;;[0418]
14980;1400-1500;;TWN;Sound of Hope-RFA;CA;FE;;1;;
14980;1500-1600;;TWN;Sound of Hope-RFA;M;FE;;1;;
14996;0000-2400;;RUS;RWM Moscow;-TS;RUS;t;1;;
15000;0100-0900;;CHN;BPM Xian;-TS;CHN;p;1;;
15000;0000-2400;;HWA;WWVH Hawaii (f.ann.);-TS;USA;d;1;;
15000;0000-2400;;I;ItalCable;-TS;SEu;v;1;;
15000;0000-2400;;USA;WWV Colorado (m.ann.);-TS;USA;fd;1;;
15016;0000-2400;;USA;US Air Force Messages;E;NAm;;1;;[0817]
15030;0215-0300;;IND;All India Radio GOS;KAN;ME;b;1;;
15030;0315-0415;;IND;All India Radio GOS;HI;ME;b;1;;
15034;1010-2400;;CAN;Trenton Volmet;E;NAm;tr;1;;[0817]
15040;1145-1315;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
15040;1145-1315;;IND;All India Radio GOS;M;FE;b;1;;
15069.7;0100-0700;;TWN;Sound of Hope;M;FE;;1;;[0418]
15069.7;0700-0800;;TWN;Sound of Hope;M;FE;;1;;[1117]
15069.7;0800-1000;;TWN;Sound of Hope;M;FE;;1;;
15069.7;1000-1100;;TWN;Sound of Hope;M;FE;;1;;
15069.7;1100-1400;;TWN;Sound of Hope;M;FE;;1;;[0917]
15069.7;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
15069.7;1500-1600;;TWN;Sound of Hope;M;FE;;1;;
15069.7;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15069.7;2100-2200;;TWN;Sound of Hope;M;FE;;1;;
15069.7;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
15069.7;2300-0100;;TWN;Sound of Hope;M;FE;;1;;
15090;0230-0300;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0300-0330;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0330-0430;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0430-0530;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0530-0630;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0630-0730;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0730-0830;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;0830-0930;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0930-1030;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1030-1130;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1130-1230;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1230-1330;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;1330-1400;;USA;Radio Liberty;PS;IRN;/KWT;0;;
15090;1400-1430;;USA;Radio Liberty;DR;IRN;/KWT;0;;
15090;0030-0100;;USA;VoA Radio Ashna;PS;IRN;/THA-u;0;;
15090;0100-0130;;USA;VoA Radio Ashna;DR;IRN;/THA-u;0;;
15090;0130-0200;;USA;VoA Radio Ashna;PS;IRN;/THA-u;0;;
15090;0200-0230;;USA;VoA Radio Ashna;DR;IRN;/THA-u;0;;
15100;0000-0100;;CHN;China Radio Int.;HK;PHL;b;0;;
15100;0100-0200;;CHN;China Radio Int.;AM;PHL;b;0;;
15100;2300-2400;;CHN;China Radio Int.;CA;PHL;b;0;;
15105;1230-1300;;BGD;Bangladesh Betar;E;SAs;k;1;;
15105;0330-0430;;KRE;Voice of Korea;M;SEA;u;6;2503;0405
15105;0430-0530;;KRE;Voice of Korea;F;SEA;u;6;2503;0405
15105;0530-0630;;KRE;Voice of Korea;E;SEA;u;6;2503;0405
15105;0630-0730;;KRE;Voice of Korea;M;SEA;u;6;2503;0405
15105;0300-0400;;KRE;Voice of Korea;M;SEA;u;1;0505;
15105;0400-0500;;KRE;Voice of Korea;F;SEA;u;1;0505;
15105;0500-0600;;KRE;Voice of Korea;E;SEA;u;1;0505;
15105;0600-0700;;KRE;Voice of Korea;M;SEA;u;1;0505;
15105;1557-1627;Mo-Fr;SWZ;Trans World Radio;KiR;EAf;;1;;
15110;0300-0400;;CHN;China Radio Int.;E;SAs;ka;0;;
15110;0400-0500;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;0500-0600;;CHN;China Radio Int.;M;SAs;ka;0;;
15110;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
15110;1200-1300;;CHN;China Radio Int.;M;CAs;u;0;;
15110;1300-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15110;1400-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15110;1800-1900;;CLA;Radio Na Gaskiya;HA;NIG;/BUL-s;6;1304;2810
15110;0130-0230;;USA;Voice of America;BR;SEA;/PHL-t;0;;
15110;1300-1400;;USA;Voice of America;M;FE;/THA-u;0;;
15110;1400-1500;;USA;Voice of America;M;FE;/PHL-t;0;;
15120;0900-1200;;ARS;BSKSA Riad;BE;SAs;;1;;[0418]
15120;1200-1600;;ARS;BSKSA Riad;UR;SAs;;1;;[1117]
15120;0000-0100;;CHN;China Radio Int.;S;SAm;/CUB;0;;
15120;0300-0400;;CHN;China Radio Int.;E;Sib;b;0;;
15120;0400-0500;;CHN;China Radio Int.;E;Sib;b;0;;
15120;0500-0600;;CHN;China Radio Int.;M;Sib;b;0;;
15120;0600-0700;;CHN;China Radio Int.;M;Sib;b;0;;
15120;0900-0955;irr;NIG;Voice of Nigeria;E;Eu;;1;;[0117]
15120;1530-1600;irr;NIG;Voice of Nigeria;F;Eu;;1;;[0216]
15120;1800-1930;irr;NIG;Voice ofNigeria DIGITAL;E;Eu;;1;;[1217]
15120;2130-2200;Mo-Fr;USA;Voice of America;BM;WAf;g;0;;
15125;0000-0100;;CHN;China Radio Int.;E;SEA;b;0;;
15125;0100-0200;;CHN;China Radio Int.;E;SEA;b;0;;
15125;1600-1700;;CHN;China Radio Int.;A;EAf;/MLI-c;8;;
15125;1700-1800;;CHN;China Radio Int.;SWA;EAf;/MLI-c;8;;
15130;0300-0400;;CHN;China Radio Int.;M;FE;b;0;;
15130;0400-0500;;CHN;China Radio Int.;M;FE;b;0;;
15130;0500-0600;;CHN;China Radio Int.;M;FE;b;0;;
15130;1900-2100;;J;NHK Radio Japan;J;CAf;/F;0;;
15130;0900-1000;Su;ROU;Radio Romania Int.;RO;NAf;t;0;;
15130;1000-1100;;ROU;Radio Romania Int.;F;NAf;t;0;;
15130;1100-1200;;ROU;Radio Romania Int.;E;WEu;t;0;;
15130;1200-1230;;ROU;Radio Romania Int.;A;NAf;t;0;;
15130;1300-1500;;ROU;Radio Romania Int.;RO;SEu;g;0;;
15135;0830-0930;;CHN;China Radio Int.;IN;INS;k;0;;
15135;0930-1030;;CHN;China Radio Int.;ML;INS;k;0;;
15135;1030-1130;;CHN;China Radio Int.;IN;INS;k;0;;
15140;0100-0200;;CHN;China Radio Int.;M;SEA;x;0;;
15140;0200-0300;;CHN;China Radio Int.;M;SAm;b;0;;
15140;0300-0400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15140;0500-0600;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15140;1800-1830;;CUB;Radio Habana Cuba;A;WNA;b;2;;
15140;1830-1900;;CUB;Radio Habana Cuba;CR;WNA;b;2;;
15140;1900-2000;;CUB;Radio Habana Cuba;E;WNA;b;2;;
15140;2000-2030;;CUB;Radio Habana Cuba;F;WNA;b;2;;
15140;1400-1500;;OMA;Radio Sultanate Oman;E;Eu;t;1;;[0518]
15140;1500-2200;;OMA;Radio Sultanate Oman;A;Eu;t;1;;[0518]
15140;1500-2200;;OMA;Radio Sultanate Oman;E;Eu;t;6;0405;0405
15140;0300-0400;;USA;Voice of America;TB;FE;/THA-u;0;;
15140;0500-0600;;USA;Voice of America;TB;FE;/KWT;0;;
15145;0600-0700;;CHN;China Radio Int.;E;ME;ka;0;;
15145;0700-0800;;CHN;China Radio Int.;AM;SEA;x;0;;
15145;0800-0830;;USA;Adventist World Radio;F;NAf;/AUT;0;;
15150;0400-0500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15150;1530-1630;;HOL;Radio Dabanga;SUD;SDN;/MDG;0;;
15150;1500-1530;;HOL;Radio Tamazuj;SUD;SSD;/MDG;0;;
15150;1400-1430;;USA;Adventist World Radio;C-A;MYA;/GUM-a;0;;
15150;1430-1500;;USA;Adventist World Radio;KA;SEA;/UZB;6;2504;2810
15150;0400-0500;;USA;Voice of America;TB;FE;/KWT;0;;
15155;1830-1900;;USA;Adventist World Radio;E;EAf;/CLN-t;0;;
15155;1930-2000;;USA;Adventist World Radio;F;CAf;/AUT;0;;
15160;0100-0200;;CHN;China Radio Int.;M;FE;j;0;;
15160;0200-0300;;CHN;China Radio Int.;M;FE;j;0;;
15160;0300-0400;;CHN;China Radio Int.;M;FE;j;0;;
15160;0400-0500;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0500-0600;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0600-0700;;CHN;China Radio Int.;M;FE;j;0;;
15160;1030-1130;;CHN;China Radio Int.;KH;SEA;n;0;;
15160;1630-1700;;G;Bible Voice;NU;SDN;/D-n;6;2503;3004
15160;0900-1000;;KOR;KBS World Radio;K;ME;k;1;;
15160;1230-1300;;ROU;Radio Romania Int.;M;FE;t;0;;
15165;1430-1500;;USA;Adventist World Radio;KA;SEA;/UZB;6;2503;2404
15165;1530-1600;;USA;Adventist World Radio;PJ;PAK;/AUT;0;;
15165;1600-1630;;USA;Adventist World Radio;UR;PAK;/AUT;0;;
15170;0300-0600;;ARS;BSKSA Holy Quran;A;ME;;1;;
15170;1200-1230;Su-Th;USA;Adventist World Radio;AM;FE;/GUM-a;0;;
15170;1200-1230;Fr-Sa;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15170;1230-1300;Sa-Th;USA;Adventist World Radio;CA;FE;/GUM-a;0;;
15170;1230-1300;Fr;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15170;1300-1330;;USA;Adventist World Radio;KC;SEA;/UZB;6;2503;2703
15170;1300-1330;;USA;Adventist World Radio;KC;SEA;/GUM-a;8;;
15170;1400-1430;;USA;Adventist World Radio;SI;CLN;/MDG;0;;
15170;1730-1800;;USA;Adventist World Radio;KB;NAf;/D-n;0;;
15175;1515-1600;;IND;All India Radio GOS;GU;EAf;p;8;;
15180;0330-0430;;KRE;Voice of Korea;S;LAm;u;6;2503;0405
15180;0430-0530;;KRE;Voice of Korea;E;LAm;u;6;2503;0405
15180;0530-0630;;KRE;Voice of Korea;S;LAm;u;6;2503;0405
15180;0630-0730;;KRE;Voice of Korea;F;LAm;u;6;2503;0405
15180;1030-1130;;KRE;Voice of Korea;E;LAm;u;6;2503;0405
15180;1130-1230;;KRE;Voice of Korea;F;LAm;u;6;2503;0405
15180;1230-1330;;KRE;Voice of Korea KCBS;K;LAm;u;6;2503;0405
15180;0300-0400;;KRE;Voice of Korea;S;LAm;u;1;0505;
15180;0400-0500;;KRE;Voice of Korea;E;LAm;u;1;0505;
15180;0500-0600;;KRE;Voice of Korea;S;LAm;u;1;0505;
15180;0600-0700;;KRE;Voice of Korea;F;LAm;u;1;0505;
15180;1000-1100;;KRE;Voice of Korea;E;LAm;u;5;0505;
15180;1100-1200;;KRE;Voice of Korea;F;LAm;u;5;0505;
15180;1200-1300;;KRE;Voice of Korea KCBS;K;LAm;u;5;0505;
15180;1400-1500;;USA;Radio Liberty;UZ;CAs;/D-b;0;;
15180;1630-1700;Mo-Fr;USA;Voice of America;E;EAf;/D-L;0;;
15180;1730-1800;Mo-Fr;USA;Voice of America;OO;EAf;/STP;0;;
15180;1800-1900;;USA;Voice of America;AH;EAf;/THA-u;0;;
15180;1900-1930;Mo-Fr;USA;Voice of America;TIG;EAf;/THA-u;0;;
15185;1000-1300;;ALG;Radio Algerienne;A;CAf;b;8;;
15185;0315-0415;;IND;All India Radio GOS;HI;EAf;b;1;;
15185;0315-0530;26Jan;IND;All India Radio GOS;E;EAf;b;1;1001;2601
15185;0415-0430;;IND;All India Radio GOS;GU;EAf;b;1;;
15185;0430-0530;;IND;All India Radio GOS;HI;EAf;b;1;;
15185;2030-2100;SaSu;USA;Voice of America;F;Af;g;0;;
15190;0000-2400;;B;Rádio Inconfidência;P;B;c;1;;[0418]
15190;1730-1930;;PHL;Radyo Pilipinas;TAG;ME;t;0;;
15195;1325-1530;Sa;D;Deutsche Welle;HA;WAf;/F;6;3103;1205
15195;0200-0500;;J;NHK Radio Japan;J;FE;y;0;;
15195;1100-1200;;USA;Radio Free Asia;LAO;SEA;/MRA-t;0;;
15200;0630-0700;;D;Deutsche Welle;HA;WAf;/AFS;0;;
15200;1800-1900;;D;Deutsche Welle;HA;WAf;/F;0;;
15200;0700-0800;Su;ROU;Radio Romania Int.;RO;ME;g;0;;
15200;0800-0900;Su;ROU;Radio Romania Int.;RO;EGY;g;0;;
15200;0900-1000;Su;ROU;Radio Romania Int.;RO;SEu;g;0;;
15200;1000-1100;;ROU;Radio Romania Int.;F;SEu;g;0;;
15205;1555-1800;;ARS;BSKSA Holy Quran;A;Eu;;1;;
15205;1430-1445;Su;USA;PanAmerican Broadcasting;E;SAs;/D-n;0;;
15210;0300-0400;;CHN;China Radio Int.;HI;SAs;ka;0;;
15210;0400-0430;;IND;All India Radio GOS;FS;IRN;p;1;;
15210;0430-0530;;IND;All India Radio GOS;A;ME;p;1;;
15210;0530-0600;Haj;IND;All India Radio GOS;UR;ME;p;1;;
15210;1100-1200;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15215;1330-1400;;D;Deutsche Welle;DR;AFG;/UAE;0;;
15215;1400-1430;;D;Deutsche Welle;PS;AFG;/UAE;0;;
15215;1700-1715;Fr;G;Bible Voice;E;ME;/AUT;6;2503;3004
15215;1700-1730;Th;G;Bible Voice;E;ME;/AUT;6;2503;3004
15215;1700-1900;Su;G;Bible Voice;E;ME;/AUT;6;2503;3004
15215;1715-1900;Sa;G;Bible Voice;E;ME;/AUT;6;2503;3004
15215;1200-1230;;IND;Gaweylon Tibetan Radio;TB;SAs;/UAE;1;;
15215;1430-1500;;USA;Adventist World Radio;BR;SEA;/CLN-t;0;;
15215;1500-1530;;USA;Adventist World Radio;MZ;SAs;/CLN-t;0;;
15215;1530-1600;;USA;Adventist World Radio;HI;SAs;/D-n;0;;
15220;1000-1100;;CHN;China Radio Int.;HU;Eu;ka;0;;
15220;1100-1200;;CHN;China Radio Int.;CZ;WEu;ka;0;;
15220;0400-0430;;ROU;Radio Romania DIGITAL;M;FE;t;0;;
15225;1450-1800;;ARS;BSKSA 1;A;NAf;;1;;
15225;1230-1257;;PHL;Radio Veritas Asia;KC;SEA;p;6;2503;3006
15225;0700-0800;;USA;Adventist World Radio;A;NAf;/D-n;0;;
15225;0800-0830;;USA;Adventist World Radio;KB;NAf;/D-n;0;;
15225;0830-0900;;USA;Adventist World Radio;TAH;NAf;/D-n;0;;
15230;0300-0400;;CHN;China Radio Int.;M;FE;x;0;;
15230;0400-0500;;CHN;China Radio Int.;CA;FE;x;0;;
15230;0500-0600;;CHN;China Radio Int.;CA;FE;x;0;;
15230;0600-0700;;CHN;China Radio Int.;M;FE;x;0;;
15230;0700-0800;;CHN;China Radio Int.;CA;FE;x;0;;
